Unnamed: 0,Giới tính,Hình thức làm việc,Kinh nghiệm,Mức lương,Ngành nghề,Số lượng tuyển dụng,Thời gian thử việc,Trình độ,Tính chất công việc,Tỉnh/Thành phố,benefits,description,job_title,link,requirements
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,15 - 20 triệu,Lao động phổ thôngLuật/Pháp lýTài chính/Kế toán/Kiểm toán,100,2 tháng,Trung học,Việc làm thu nhập cao,An GiangCà MauKiên GiangSóc TrăngBạc Liêu,"- Thu nhập trung bình dao động 14 – 20 triệu bao gồm: Lương cơ bản + thưởng; Phụ cấp xăng, điện thoại, cơm trưa.
- Được đào tạo đầu vào từ lý thuyết đến thực hành, thường xuyên theo dõi và nâng cao kỹ năng
- 15 ngày phép/ năm
- Hưởng đầy đủ các chế độ bảo hiểm, bảo hiểm sức khỏe cho nhân viên, bảo hiểm sức khỏe cho người thân
- Được làm việc trong môi trường trẻ trung, năng động;
- Được tham gia nhiều chương trình giải thưởng thi đua của phòng ban (du lịch nước ngoài, trong nước hàng năm);
- Cơ hội thăng tiến trong công việc.","- Nhận danh sách khách hàng từ trưởng nhóm vào đầu tháng và phụ trách khu vực được giao.
- Truy tìm thông tin khách hàng dựa trên các công cụ Internet (Google, zalo, Facebook, …) hoặc thu thập thông tin từ hàng xóm, láng giềng nơi khách hàng sinh sống.
- Gặp trực tiếp khách hàng trao đổi khoản về hợp đồng vay đã quá hạn thanh toán
- Đưa ra giải pháp, phương án khách hàng lựa chọn thanh toán
- Hướng dẫn hồ sơ giảm lãi phạt khi khách hàng có thiện chí thanh toán
- Báo cáo công việc hàng ngày cho trưởng nhóm, được hỗ trợ khi gặp tính huống khó, phát sinh
- Được đào tạo kiến thức tài chính và nghiệp vụ truy tìm thông tin",,,"- Nam/ nữ, tốt nghiệp THPT (12/12) trở lên (yêu cầu nộp bằng công chứng trong vòng 06 tháng hoặc chụp ảnh bản gốc bằng cấp trước khi nhận việc);
- Ưu tiên ứng viên có 1 – 2 năm kinh nghiệm thị trường;
- Không có tiền án tiền sự, không có nợ xấu tại các Tổ chức Tín dụng, Tài chính, Ngân hàng;
- Thái độ cư xử đúng mực với khách hàng;
- Giao tiếp hiệu quả, biết lắng nghe, có khả năng xử lý tình huống khéo léo, linh hoạt;
- Kỹ năng giao tiếp tốt;
- Kiên trì, chịu khó, có trách nhiệm trong công việc;
- Có tinh thần hợp tác và làm việc nhóm."
,Nữ,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 10 triệu,Làm đẹp/Thể lực/SpaLao động phổ thôngY tế,5,Nhận việc ngay,Không yêu cầu,Giờ hành chính,TP.HCM,"- Thu nhập ổn định dao động từ 7.000.000 - 10.000.000 (tip+ hoa hồng sản phẩm) tùy theo năng lực
- Phụ cấp xăng xe, lương tăng theo thời gian và mức độ làm việc.
- Lương tháng 13
- Thưởng tết
- Thời gian làm việc: linh động, làm việc dưới sự phân công của cấp trên
- Chế độ khác: Làm việc trong môi trường năng động , được đào tạo nâng cao tay nghề, được đánh giá năng lực, có cơ hội thăng tiến","+ Chăm sóc cho bé sơ sinh gồm: Tắm bé, vệ sinh rốn, hơ lá trầu, massage giúp bé,...
+ Chăm sóc MẸ bầu (mát xa thư giãn)
+ Chăm sóc MẸ sau sinh giúp MẸ nhanh khoẻ, thon gọn.
+ Thông tắc tia sữa
+ Gội đầu dưỡng sinh",,,"- Giới tính: nữ

- Tuổi: 18t- 30t

- Kinh nghiệm: ưu tiên đã có kinh nghiệm, chưa có kinh nghiệm sẽ được đào tạo

- Yêu cầu: Có tâm ,vui vẻ, Chịu khó, cẩn thận ,trung thực, yêu trẻ, có tinh thần trách nhiệm cao trong công việc , Sức khỏe tốt, có phương tiện đi lại, không ngại di chuyển , đặc biệt gắn bó lâu dài với công việc

- Ngành nghề: điều dưỡng , nữ hộ sinh, giáo viên mầm non, KTV spa, không có bằng cấp, có nhu cầu tìm việc vẫn có thể ứng tuyển ,những bạn có kinh nghiệm có thể làm CTV cho spa"
,Nam,Nhân viên chính thức,Chưa có kinh nghiệm,7 - 10 triệu,Lao động phổ thôngMôi trường/Xử lý chất thải,5,2 tháng,Không yêu cầu,Giờ hành chính,TP.HCM,"- Lương cơ bản: từ 7 triệu, 2 tháng thử việc hưởng 85% lương cơ bản
- Trợ cấp điện thoại, xăng xe, ăn trưa: 1,200,000 VNĐ
- Trợ cấp ăn nhẹ tại công ty 220,000 VNĐ/ tháng.
- 2 tháng công ty sẽ tổ chức liên hoan 1 lần.
- Hưởng 14 ngày phép trên năm
- Thưởng lương tháng 13
- Được hưởng đầy đủ các chế độ BHXH, BHYT, BHTN.
- Hưởng các quyền lợi hợp pháp theo quy định của pháp luật và theo chế độ của công ty","- Nhân viên được đào tạo để thực hiện dịch vụ kiểm soát côn trùng gây hại như : ruồi, muỗi, kiến gián, chuột.....
- Chi tiết sẽ được trao đổi kĩ khi phỏng vấn
- Sẽ được đào tạo, không cần kinh nghiệm",,,"- Giới tính: Nam
- Tốt nghiệp THPT trở lên
- Trung thực, chăm chỉ, có thể làm việc gắn bó lâu dài với công ty.
- Có thể đi công tác và làm thêm giờ.
- Không có hình xăm trên người.
-  độ tuổi: 18 - 35 tuổi."
,Nam,Nhân viên chính thức,1 năm,6 - 15 triệu,Cơ khí/Kĩ thuật ứng dụngĐiện/Điện tử/Điện lạnhLao động phổ thông,5,Nhận việc ngay,Không yêu cầu,Giờ hành chính,Hà Nội,"- Lương thỏa thuận tùy năng lực và kinh nghiệm
- Phụ cấp ăn trưa, chỗ ở sẽ thu xếp sau khi quen việc.
- Làm việc trong môi trường trẻ năng động ,đi du lịch toàn công ty mỗi năm
- Hưởng các chế độ lễ tết theo luật lao động
- Môi trường làm việc trẻ, năng động, chuyên nghiệp , quản lý là người trẻ có tâm huyết và tài năng .
- Đóng bảo hiểm khi lên Nhân viên chính thức","Gara Oto Kim Quế cần tuyển: 5 nhân viên sửa chữa và chăm sóc xe, 3 nhân viên rửa và chăm sóc xe
- Kỹ thuật viên sửa chữa máy gầm
- Thực hiện công việc sửa chữa – bảo dưỡng ô tô theo yêu cầu của quản đốc hoặc cố vấn dịch vụ.
- Kiểm tra kỹ thuật xe, phát hiện các hư hỏng. Báo các hư hỏng với quản đốc hoặc cố vấn dịch vụ.
- Phối hợp với các kỹ thuật viên khác cùng thực hiện công việc sửa chữa – bảo dưỡng
- Kiểm tra hoàn thiện xe xuất xưởng.",,,"- Giới tính : Nam
- Kỹ Thuật Sửa Chữa có it nhất 3 năm kinh nghiệm
- Rửa và chăm sóc xe có it nhất 1 năm kinh nghiệm
- Trình độ không yêu cầu
- Trung thực, cẩn thận, thái độ làm việc tốt"
,Nữ,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 10 triệu,Làm đẹp/Thể lực/SpaLao động phổ thôngY tế,5,Nhận việc ngay,Không yêu cầu,Giờ hành chính,TP.HCM,"- Thu nhập ổn định dao động từ 7.000.000 - 10.000.000 (tip+ hoa hồng sản phẩm) tùy theo năng lực
- Phụ cấp xăng xe, lương tăng theo thời gian và mức độ làm việc.
- Lương tháng 13
- Thưởng tết
- Thời gian làm việc: linh động, làm việc dưới sự phân công của cấp trên
- Chế độ khác: Làm việc trong môi trường năng động , được đào tạo nâng cao tay nghề, được đánh giá năng lực, có cơ hội thăng tiến","+ Chăm sóc cho bé sơ sinh gồm: Tắm bé, vệ sinh rốn, hơ lá trầu, massage giúp bé,...
+ Chăm sóc MẸ bầu (mát xa thư giãn)
+ Chăm sóc MẸ sau sinh giúp MẸ nhanh khoẻ, thon gọn.
+ Thông tắc tia sữa
+ Gội đầu dưỡng sinh",,,"- Giới tính: nữ

- Tuổi: 18t- 30t

- Kinh nghiệm: ưu tiên đã có kinh nghiệm, chưa có kinh nghiệm sẽ được đào tạo

- Yêu cầu: Có tâm ,vui vẻ, Chịu khó, cẩn thận ,trung thực, yêu trẻ, có tinh thần trách nhiệm cao trong công việc , Sức khỏe tốt, có phương tiện đi lại, không ngại di chuyển , đặc biệt gắn bó lâu dài với công việc

- Ngành nghề: điều dưỡng , nữ hộ sinh, giáo viên mầm non, KTV spa, không có bằng cấp, có nhu cầu tìm việc vẫn có thể ứng tuyển ,những bạn có kinh nghiệm có thể làm CTV cho spa"
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,10 - 12 triệu,Bán hàngLao động phổ thôngChăm sóc khách hàng,25,Chưa cập nhật,Không yêu cầu,Giờ hành chính,TP.HCM,"- Không thu bất kỳ phí nào của nhân viên, đi học đào tạo vẫn có lương.
- Lương từ:7.000.000 - 12.000.000 + thưởng nóng, hoa hồng...
(Có đi làm ngày công là có lương cơ bản và bao cơm trưa),
- Riêng tiền thưởng năng suất làm việc + tiền thưởng chốt đơn + tiền thưởng nóng sẽ tính riêng.
- Không có kinh nghiệm sẽ được Công ty đào tạo (Cty trả lương những ngày học đào tạo như chính thức)
- Tham gia BHXH, Công đoàn đầy đủ
- Nghỉ tết Nguyên đán 15-18 ngày
- Du lịch 1-2 lần/1 năm.","- Nhận cuộc của khách hàng, tư vấn sản phẩm và chốt đơn hàng của khách (làm việc tại văn phòng không đi bên ngoài).
- Công ty quảng cáo sản phẩm trên kênh truyền hình (Mỹ phẩm, hàng gia dụng, thực phẩm chức năng, giảm cân, tăng cường sức khỏe...): Khách hàng gọi vào đường dây hotline, nhân viên nhận cuộc gọi (In-out) và tư vấn.
- Làm giờ hành chánh: 8h30 - 17h30 (trưa nghỉ 1 tiếng), 1 tuần nghỉ 1 ngày.
- Làm việc tại văn phòng không đi bên ngoài: làm Q5 hoặc Quận 6 (Sắp xếp theo khu vực tiện cho nhân viên đi làm)
+ Làm Q5: Tòa nhà MH (Lầu 1), Võ Văn Kiệt gần Trần Bình Trọng cắt ngang chưa tới Bệnh Viện Nhiệt Đới.
+ Làm Q6: Tòa nhà Vietmarket (Lầu 6), Phạm Văn Chí, P8, Q6
- Sẽ trao đổi thêm khi phỏng vấn.
- Đạt yêu cầu nhận việc ngay.",,,"- Nam/ Nữ: ĐỘ TUỔI BẮT BUỘC TỪ 18 - 40 TUỔI
- Giọng nói dễ nghe.
- Biết chút vi tính (cơ bản)
- Không cần kinh nghiệm (được công ty đào tạo)."
,Nam,Nhân viên chính thức,Dưới 1 năm,10 - 12 triệu,Thẩm định/Giám định/Quản lý chất lượngNgân hàng/Chứng khoán/Đầu tưLao động phổ thông,5,2 tháng,Trung học,Giờ hành chính,Hà NamHải PhòngQuảng NinhToàn quốcVĩnh Phúc,"- Thu nhập cao: Lương cơ bản + bonus (thu nhập không giới hạn)

- Được đào tạo bài bản và chuyên sâu

- Không cần phải đến tại văn phòng công ty.

- Được hưởng chế độ BHXH, BHYT, BHTN kết hợp bảo hiểm sức khỏe theo chính sách công ty","- Tiếp nhận hồ sơ khách hàng cần xác minh từ hệ thống và tiến hành đặt hẹn với các khách hàng và sắp xếp tuyến đường hợp lý để đến thẩm định tại nhà/công ty của khách hàng.

- Nhân viên thực địa tiến hành đi kiểm tra thực tế và đánh giá tính chính xác, hợp lệ, hợp pháp của hồ sơ khách hàng.

- Đối chiếu các thông tin thu thập được để phân tích, đánh giá, phản ánh hiện trạng hồ sơ khách hàng.

- Báo cáo kết quả hồ sơ

-Các khu vực đang tuyển dụng:
Hải Phòng: Tiên Lãng/Vĩnh Bảo
Quảng Ninh: Uông Bí/Quảng Yên/Đông Triều
Hà Nam: Tp. Phủ Lý/ Kim Bảng, Duy Tiên
Thái Nguyên: Tp. Thái Nguyên

Vì sức khỏe cộng đồng, chung tay phòng chống dịch bệnh, Shinhan Finance sẽ ưu tiên PHỎNG VẤN TRỰC TUYẾN qua các kênh: ""zalo, skype, zoom""",,,"- Tốt nghiệp Trung Học Phổ Thông trở lên

- Không yêu cầu kinh nghiệm

- Trung thực, nhanh nhẹn, am hiểu đường xá tại địa bàn

- Khả năng giao tiếp, xử lý tình huống tốt

- Thích công việc di chuyển ngoài thị trường"
,Nam,Nhân viên chính thức,Chưa có kinh nghiệm,7 - 10 triệu,Lao động phổ thôngMôi trường/Xử lý chất thải,5,2 tháng,Không yêu cầu,Giờ hành chính,TP.HCM,"- Lương cơ bản: từ 7 triệu, 2 tháng thử việc hưởng 85% lương cơ bản
- Trợ cấp điện thoại, xăng xe, ăn trưa: 1,200,000 VNĐ
- Trợ cấp ăn nhẹ tại công ty 220,000 VNĐ/ tháng.
- 2 tháng công ty sẽ tổ chức liên hoan 1 lần.
- Hưởng 14 ngày phép trên năm
- Thưởng lương tháng 13
- Được hưởng đầy đủ các chế độ BHXH, BHYT, BHTN.
- Hưởng các quyền lợi hợp pháp theo quy định của pháp luật và theo chế độ của công ty","- Nhân viên được đào tạo để thực hiện dịch vụ kiểm soát côn trùng gây hại như : ruồi, muỗi, kiến gián, chuột.....
- Chi tiết sẽ được trao đổi kĩ khi phỏng vấn
- Sẽ được đào tạo, không cần kinh nghiệm",,,"- Giới tính: Nam
- Tốt nghiệp THPT trở lên
- Trung thực, chăm chỉ, có thể làm việc gắn bó lâu dài với công ty.
- Có thể đi công tác và làm thêm giờ.
- Không có hình xăm trên người.
-  độ tuổi: 18 - 35 tuổi."
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 10 triệu,Tài xế/Lái xe/Giao nhậnLao động phổ thôngKho vận/Vật tư/Thu mua,10,Trao đổi trực tiếp khi phỏng vấn,Trung học,Giờ hành chính,TP.HCM,"· Lương từ 5 triệu đến trên 10 triệu. Lương tháng 13 và thưởng hàng năm.
· Làm việc và học hỏi cùng những đồng nghiệp thân thiện cởi mở, chia sẻ giúp đỡ nhau
· Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật định.
· Khám sức khỏe hàng năm.
· Môi trường làm việc thân thiện, tôn trọng phát triển cá nhân.
· Tham gia nghỉ mát, team building hàng năm
· Trang thiết bị hiện đại, sẵn sàng cho nhân viên.","· Thu cước sử dụng dịch vụ Điện, Nước, Internet tại nhà khách hàng.
· Công ty sẽ sắp xếp để nhân viên đi thu cước ở khu vực gần nơi cư trú.
· Lương cao nhất lên đến hơn trên 10 triệu/Tháng.
· Làm việc theo danh sách khách hàng được giao.

* Công việc: bán thời gian và toàn thời gian",,,"· Tốt nghiệp Trung Học Phổ Thông trở lên
· Ưu tiên các ứng viên có chỗ ở hiện tại Quận 2, Quận 9, TP Thủ Đức
· Số tiền ký quỹ là 05 triệu đồng, có xe máy, điện thoại Smartphone
· Thông thạo địa bàn, có kinh nghiệm giao nhận, thu tiền tại nhà
· Có kỹ năng giao tiếp tốt.
· Tính tình thật thà, cẩn thận, chịu khó, kiên nhẫn.
· Ưu tiên ứng viên có hộ khẩu tại các khu vực: TPHCM và các tỉnh lân cận."
,Nam,Nhân viên chính thức,Dưới 1 năm,7 - 10 triệu,Lao động phổ thôngSản xuất/Vận hành sản xuấtCơ khí/Kĩ thuật ứng dụng,10,1 tháng,Lao động phổ thông,Việc làm theo ca/Đổi ca,Đồng Nai,"- Được thưởng cuối năm tùy theo tình hình kinh doanh công ty
- Phúc lợi: Thỏa thuận khi phỏng vấn
- Bảo hiểm theo quy định và bảo hiểm tai nạn 24/24
- Xuất ăn + sữa theo ca
- Xe đưa rước theo 2 tuyến TP.HCM và Biên Hòa
- Ngày nghỉ: Theo quy định của Nhà Nước","- Công nhân sản xuất tại nhà máy
- Báo cáo tình hình và kết quả sản xuất mỗi ca.
- Công việc sẽ trao đổi cụ thể khi phỏng vấn",,,"- Tốt nghiệp THPT (cấp 3). Nam/nữ (Ưu tiên Nam)
- Cẩn thận, trung thực, chịu khó
- Làm việc theo ca và tăng ca khi có nhu cầu
- Chấp nhận hồ sơ photo khi phỏng vấn"
,Nữ,Nhân viên chính thức,Dưới 1 năm,8 - 15 triệu,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngLao động phổ thông,5,1 tháng,Trung học,Giờ hành chính,Hà Nội,"- Ổn định, lâu dài, chế độ đầy đủ.
- Thu nhập 8 -15 triệu / tháng
- Lương thử việc 6tr/tháng
- Thưởng theo doanh số
- Thưởng lễ tết
- Tham gia BHXH
- Trao đổi thêm trong quá trình phỏng vấn","- Công việc làm tại văn phòng trường tư vấn khoá học cho khách tới đăng ký.
- Hướng dẫn khách đăng kí, làm hồ sơ, đóng tiền,… ( Công Việc Bên Cty Sẽ Đào Tạo )
- Các công việc hành chính văn phòng khác.
- Cụ thể trao đổi thêm khi phỏng vấn
- Địa điểm làm việc : Số 819 Quang Trung, Q.Hà Đông, Hà Nội",,,"- Độ tuổi: 18 - 32
- : Có kinh nghiệm tư vấn khách hàng, công ty sẽ đào tạo
- Ưu tiên: khuôn mặt , ngoại hình ưa nhìn, hoặc đã từng làm ở Thegioididong, Fptshop, VienthongA, Dienmayxanh.
- Kỹ năng giao tiếp, thuyết phục khách hàng tốt.
- Có mong muốn tìm công việc gắn bó lâu dài"
,Nam,Nhân viên chính thức,Không yêu cầu kinh nghiệm,8 - 15 triệu,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngLao động phổ thông,2,1 tháng,Trung học,Giờ hành chính,TP.HCM,"- Ổn định, lâu dài, chế độ đầy đủ.
- Thu nhập 8-15 triệu / tháng
- Hỗ trợ đi lại
- Lương thử việc 07 triệu/tháng","- Công việc làm tại văn phòng trường tư vấn khoá học cho khách tới đăng ký các hạng bằng B1, B2 và C. ( Công Việc Bên Cty Sẽ Đào Tạo ).
- Cụ thể trao đổi thêm khi phỏng vấn.",,,"- Nam từ 18 tuổi - 32 tuổi
- Ưu tiên: đã từng làm tư vấn, có kinh nghiệm thuyết phục khách hàng và mong muốn tìm công việc gắn bó lâu dài.
- Có khả năng di chuyển trực văn phòng luân phiên các Quận 7, 5, 6, 12, Gò Vấp, Bình Thạnh, Tp. Thủ Đức, Tân Bình, Tân Phú, Bình Tân."
,Nam,Nhân viên chính thức,Không yêu cầu kinh nghiệm,8 - 10 triệu,Lao động phổ thôngKinh doanhTài xế/Lái xe/Giao nhận,2,2 tháng,Lao động phổ thông,Giờ hành chính,TP.HCM,"- Lương 10- 12 triệu tùy theo năng lực
- Thưởng năng suất tháng, quý, năm
- Tham gia chế độ BHXH đúng pháp luật
- Lương tháng 13","- Thực hiện công tác giao hàng đến nhà bằng xe tải
- Thời gian làm việc: Làm giờ hành chính (8 tiếng)",,,"- Tuổi từ 35 trở xuống, ưu tiên nhà hóc môn
- Đi bằng xe của công ty
- Thông thạo đường phố tại Thành phố HCM"
,Nữ,Nhân viên chính thức,Không yêu cầu kinh nghiệm,5 - 7 triệu,Lao động phổ thôngThực phẩm/DV ăn uốngPhục vụ/Tạp vụ/Giúp việc,5,Trao đổi trực tiếp khi phỏng vấn,Lao động phổ thông,Việc làm theo ca/Đổi ca,Hà Nội,"- Thu nhập khởi điểm 30,000VND/giờ (gồm: lương cơ bản 27,000VND/giờ + thưởng 800.000-1.000.000/tháng + tiền tips)
- Thưởng tháng lương 13, đánh giá tăng lương 2 lần/năm
- Khám sức khỏe hằng năm
- Bảo hiểm xã hội, y tế
- Được đào tạo nghề từ đầu, cơ hội thăng tiến cao
- Giảm giá đặc biệt cho nhân viên (~ 50%)
- Môi trường làm việc thân thiện, năng động, giao tiếp với người nước ngoài","- Rửa bát đĩa, cốc chén và các dụng cụ trong bếp
- Giữ gìn vệ sinh khu vực bếp
- Hỗ trợ nhân viên bếp sơ chế, nhặt rau củ quả.",,,"- Độ tuổi: từ 38 - 50
- Nhanh nhẹn, chịu khó, sức khỏe tốt
- Có thể làm xoay ca: sáng: 7h30 - 16h30 và tối: 14h30 - 22h
(1 tuần làm ca sáng; 1 tuần làm ca tối)
* Địa điểm làm việc: lựa chọn làm việc tại 1 trong những nhà hàng sau:
- Nhà hàng Pizza 4P's số 5 Phan Kế Bính, Ba Đình, Hà Nội
- Nhà hàng Pizza 4P's tầng 1, TTTM Indochina Plaza số 241 Xuân Thủy, Cầu Giấy, Hà Nội.
- Nhà hàng Pizza 4P's tầng 1, Keangnam Landmark 72, Mễ Trì, Nam Từ Liêm, Hà Nội
- Nhà hàng Pizza 4P's tầng 3, Aeon Mall Long Biên, số 27 Cổ Linh, Long Biên, Hà Nội.
- Nhà hàng Pizza 4P's cổng E, Aeon Mall Hải Phòng, số 10 Võ Nguyên Giáp, Lê Chân, Hải Phòng."
,Nữ,Nhân viên chính thức,Không yêu cầu kinh nghiệm,5 - 7 triệu,Lao động phổ thôngThực phẩm/DV ăn uốngPhục vụ/Tạp vụ/Giúp việc,5,Trao đổi trực tiếp khi phỏng vấn,Lao động phổ thông,Việc làm theo ca/Đổi ca,Hà Nội,"- Thu nhập khởi điểm 30,000VND/giờ (gồm: lương cơ bản 27,000VND/giờ + thưởng 800.000-1.000.000/tháng + tiền tips)
- Thưởng tháng lương 13, đánh giá tăng lương 2 lần/năm
- Khám sức khỏe hằng năm
- Bảo hiểm xã hội, y tế
- Được đào tạo nghề từ đầu, cơ hội thăng tiến cao
- Giảm giá đặc biệt cho nhân viên (~ 50%)
- Môi trường làm việc thân thiện, năng động, giao tiếp với người nước ngoài","- Rửa bát đĩa, cốc chén và các dụng cụ trong bếp
- Giữ gìn vệ sinh khu vực bếp
- Hỗ trợ nhân viên bếp sơ chế, nhặt rau củ quả.",,,"- Độ tuổi: từ 38 - 50
- Nhanh nhẹn, chịu khó, sức khỏe tốt
- Có thể làm xoay ca: sáng: 7h30 - 16h30 và tối: 14h30 - 22h
(1 tuần làm ca sáng; 1 tuần làm ca tối)
* Địa điểm làm việc: lựa chọn làm việc tại 1 trong những nhà hàng sau:
- Nhà hàng Pizza 4P's số 5 Phan Kế Bính, Ba Đình, Hà Nội
- Nhà hàng Pizza 4P's tầng 1, TTTM Indochina Plaza số 241 Xuân Thủy, Cầu Giấy, Hà Nội.
- Nhà hàng Pizza 4P's tầng 1, Keangnam Landmark 72, Mễ Trì, Nam Từ Liêm, Hà Nội
- Nhà hàng Pizza 4P's tầng 3, Aeon Mall Long Biên, số 27 Cổ Linh, Long Biên, Hà Nội.
- Nhà hàng Pizza 4P's cổng E, Aeon Mall Hải Phòng, số 10 Võ Nguyên Giáp, Lê Chân, Hải Phòng."
,Nữ,Nhân viên chính thức,Không yêu cầu kinh nghiệm,5 - 7 triệu,Lao động phổ thôngPhục vụ/Tạp vụ/Giúp việcDu lịch/Nhà hàng/Khách sạn,5,Trao đổi trực tiếp khi phỏng vấn,Lao động phổ thông,Việc làm theo ca/Đổi ca,Hà Nội,"- Thu nhập khởi điểm 30,000VND/giờ (gồm: lương cơ bản 27,000VND/giờ + thưởng 800.000-1.000.000/tháng + tiền tips)
- Thưởng tháng lương 13, đánh giá tăng lương 2 lần/năm
- Khám sức khỏe hằng năm
- Bảo hiểm xã hội, y tế
- Được đào tạo nghề từ đầu, cơ hội thăng tiến cao
- Giảm giá đặc biệt cho nhân viên (~ 50%)
- Môi trường làm việc thân thiện, năng động, giao tiếp với người nước ngoài","- Rửa bát đĩa, cốc chén và các dụng cụ trong bếp
- Giữ gìn vệ sinh khu vực bếp
- Hỗ trợ nhân viên bếp sơ chế, nhặt rau củ quả.",,,"- Độ tuổi: từ 38 - 50
- Nhanh nhẹn, chịu khó, sức khỏe tốt
- Có thể làm xoay ca: sáng: 7h30 - 16h30 và tối: 14h30 - 22h
(1 tuần làm ca sáng; 1 tuần làm ca tối)
* Địa điểm làm việc: lựa chọn làm việc tại 1 trong những nhà hàng sau:
- Nhà hàng Pizza 4P's số 5 Phan Kế Bính, Ba Đình, Hà Nội
- Nhà hàng Pizza 4P's tầng 1, TTTM Indochina Plaza số 241 Xuân Thủy, Cầu Giấy, Hà Nội.
- Nhà hàng Pizza 4P's tầng 1, Keangnam Landmark 72, Mễ Trì, Nam Từ Liêm, Hà Nội
- Nhà hàng Pizza 4P's tầng 3, Aeon Mall Long Biên, số 27 Cổ Linh, Long Biên, Hà Nội.
- Nhà hàng Pizza 4P's cổng E, Aeon Mall Hải Phòng, số 10 Võ Nguyên Giáp, Lê Chân, Hải Phòng."
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,8 - 12 triệu ( + Hoa hồng từ 4% đến 20%),Kinh doanhHành chính/Thư ký/Trợ lýLao động phổ thông,10,Trao đổi trực tiếp khi phỏng vấn,Không yêu cầu,Giờ hành chính,TP.HCM,"- Lương cơ bản từ 8 - 12 triệu, (Lương cứng + % hoa hồng hấp dẫn), thu nhập không giới hạn năng lực, thoả thuận khi phỏng vấn
- Được thưởng thêm và hoa hồng cao
- Được phụ cấp cơm trưa
- Được tham gia BHXH, BHYT, BHTN sau khi kí hợp đồng lao động;
- Được đào tạo ngay từ ngày bắt đầu làm việc, tiếp nhận các kiến thức, kỹ năng và thực hành trực tiếp giúp phát triển bản thân toàn diện.
- Được làm việc trong môi trường trẻ trung, năng động, chuyên nghiệp và luôn hỗ trợ cùng nhau phát triển;
- Chỉ làm việc trong văn phòng có máy lạnh, công ty cung cấp đầy đủ 100% trang thiết bị phục vụ cho công việc: máy tính, tai nghe, điện thoại bàn, đầu số di động,… ;
- Công ty có khuôn viên view đẹp, môi trường làm việc chuyên nghiệp.
- Được tham gia team building thường niên với công ty.","- Gọi điện hỗ trợ khách hàng theo data có sẵn mà công ty cung cấp;
- Tư vấn, chăm sóc khách hàng tiềm năng và khách hàng đang tham gia thị trường;
- Lưu trữ thông tin cuộc gọi với khách hàng và cập nhật trên hệ thống dữ liệu của công ty (CRM, Bitrix,…);
- Làm việc tại văn phòng công ty (không đi thị trường).

Làm việc giờ hành chính: Từ 8:30 AM đến 6:00 PM, Thứ 2 đến Thứ 6, ( Nghỉ T7 và Chủ Nhật )
Địa chỉ làm việc: Khu Đô Thị Lakeview City Quận 2, HCM",,,"- Không yêu cầu kinh nghiệm (sẽ được đào tạo thêm, sẽ traning đầy đủ kỹ năng cho công việc)
- Ưu tiên có kinh nghiệm làm việc ở vị trí nhân viên telesales hoặc các vị trí khác liên quan đến sales/chăm sóc khách hàng
- Nhiệt tình, có kỹ năng giao tiếp tốt"
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,10 - 12 triệu,Tài xế/Lái xe/Giao nhậnLao động phổ thông,10,Nhận việc ngay,Trung học,Giờ hành chính,Bắc Ninh,"- Bảo hiểm tai nạn 24/24;
- Cung cấp đầy đủ trang thiết bị giao hàng;
- Đảm bảo thu nhập hàng tháng, thưởng theo tháng;
- Cơ hội trở thành nhân viên chính thức.","- Nhận hàng từ kho giao cho khách hàng và thu tiền hàng (nếu có);
- Giao hàng từ 1 - 2 phường/xã;
- Lương thưởng và chế độ hấp dẫn;
- Phụ trách giao hàng theo khu vực.
Khu vực tuyển dụng:
- Bắc Ninh (Huyện Yên Phong)",,,"- Có xe gắn máy, điện thoại thông minh (Android 6.0 trở lên);
- Thông thạo các tuyến đường;
- Làm việc 6 ngày/tuần."
